StrandDiameter,Strands,A,AirGap,B,C,Current,D,E,Frequency,phi_A,phi_B,Turns,StrandedLossAC,CoreLoss,L,CoreType
0.106,40,20.5,2.204,20.2,14.3,2.45,14.0,12.5,316,8.8,18.0,51,8609.922686005992,1561.05,151.822291028258,PQ20/20
0.2,60,40.5,0.574,39.8,29.5,2.86,28.0,28.0,84,14.9,37.0,26,1142.15545247319,2441.36,305.136190306973,PQ40/40
0.112,300,107.0,1.11,87.0,56.0,6.85,70.0,72.5,281,41.0,93.7,10,1662.3366655968,43097.0,166.01635308827,PQ107/87
0.103,20,20.5,0.506,16.2,10.3,0.69,14.0,12.5,330,8.8,18.0,46,394.63573604482,747.897,394.785110900304,PQ20/16
0.122,150,50.0,1.522,50.0,36.1,7.01,32.5,31.5,239,20.0,44.0,21,10098.4010444755,24248.9,151.942051806415,PQ50/50
0.132,10,16.4,1.795,11.6,6.7,2.92,11.2,9.6,202,7.0,14.4,54,7079.50438731213,575.653,124.726395571299,PQ16/11.6
0.123,600,40.5,0.378,30.3,20.0,4.23,28.0,28.0,153,14.9,37.0,8,446.478445370949,1838.4,41.071990231263904,PQ40/30
0.182,30,16.4,0.608,11.6,6.7,3.92,11.2,9.6,107,7.0,14.4,14,762.378100435597,123.309,20.5380833812969,PQ16/11.6
0.14,50,65.0,0.161,60.0,42.0,1.37,45.0,40.8,180,26.0,55.0,11,45.615076189844,8716.63,450.52739819097,PQ65/60
0.082,400,26.5,2.261,20.2,11.5,5.8,19.0,15.5,519,12.0,22.5,12,7955.66108778391,845.0260000000001,13.2896746536151,PQ26/20
0.079,40,20.5,1.654,16.2,10.3,0.91,14.0,12.5,564,8.8,18.0,52,1649.98805334081,437.832,190.449185800295,PQ20/16
0.088,200,26.5,2.107,24.8,16.1,4.68,19.0,15.5,456,12.0,22.5,14,3513.73223879214,919.093,19.9164133161998,PQ26/25
0.124,50,32.0,2.438,30.4,21.3,4.45,22.0,19.0,231,13.4,27.5,47,21811.310896754,6712.76,252.31518613327802,PQ32/30
0.134,180,40.5,1.281,30.3,20.0,6.63,28.0,28.0,196,14.9,37.0,18,8594.73226641769,5421.19,75.2853129856719,PQ40/30
0.079,50,20.5,1.68,20.2,14.3,0.67,14.0,12.5,570,8.8,18.0,72,2382.42227498425,642.505,374.81036198159,PQ20/20
0.107,200,35.1,1.767,34.8,25.0,3.63,26.0,23.5,310,14.3,32.0,28,10046.738162809801,4788.63,131.623761060897,PQ35/35
0.113,150,32.0,1.656,30.4,21.3,4.35,22.0,19.0,274,13.4,27.5,22,6583.60101090136,2628.72,74.9182449205175,PQ32/30
0.097,40,26.5,0.905,20.2,11.5,1.32,19.0,15.5,376,12.0,22.5,43,2377.6604421124202,2082.44,368.898271392053,PQ26/20
0.084,40,40.5,1.86,30.3,20.0,6.19,28.0,28.0,503,14.9,37.0,9,1403.72500851777,1882.86,14.008578435378,PQ40/30
0.115,500,40.5,1.054,39.8,29.5,8.92,28.0,28.0,265,14.9,37.0,7,1900.95865635843,3518.7,13.4786362894549,PQ40/40
0.108,300,40.5,2.45,30.3,20.0,7.94,28.0,28.0,304,14.9,37.0,18,18897.2364839426,5184.9,45.2474849428305,PQ40/30
0.116,120,26.5,2.38,24.8,16.1,6.02,19.0,15.5,263,12.0,22.5,24,16868.7358068442,2101.64,52.9914487148285,PQ26/25
0.2,80,40.5,1.466,39.8,29.5,6.74,28.0,28.0,56,14.9,37.0,28,4654.40802767207,1834.77,167.055055699803,PQ40/40
0.154,20,20.5,1.799,20.2,14.3,3.59,14.0,12.5,149,8.8,18.0,48,8384.12571624613,1332.2099999999998,158.016657830193,PQ20/20
0.106,80,26.5,0.726,24.8,16.1,0.99,19.0,15.5,314,12.0,22.5,45,2331.22740033859,1663.14,493.054358570053,PQ26/25
0.122,60,26.5,1.885,20.2,11.5,4.2,19.0,15.5,239,12.0,22.5,38,21900.0853208516,2692.69,155.422466613343,PQ26/20
0.078,400,20.5,0.521,16.2,10.3,2.03,14.0,12.5,584,8.8,18.0,8,331.544973257534,336.963,11.6510600233265,PQ20/16
0.196,10,20.5,1.313,16.2,10.3,3.8,14.0,12.5,92,8.8,18.0,43,4944.14871718137,649.477,157.456425587135,PQ20/16
0.174,400,40.5,0.3,39.8,29.5,3.95,28.0,28.0,116,14.9,37.0,7,280.741825160812,1389.81,38.0889914827425,PQ40/40
0.083,350,20.5,0.684,20.2,14.3,3.45,14.0,12.5,507,8.8,18.0,6,278.829488027579,352.147,5.305967634091361,PQ20/20
0.149,180,50.0,1.402,40.0,26.1,16.5,32.0,31.5,159,20.0,44.0,8,5079.61651033075,8002.33,23.2168045708721,PQ50/40
0.126,120,32.0,1.982,20.5,11.5,6.62,22.0,19.0,224,13.4,27.5,26,31852.7303551619,3402.02,86.6003236433412,PQ32/20
0.2,40,26.5,1.114,24.8,16.1,5.08,19.0,15.5,68,12.0,22.5,26,3686.03007988586,669.6659999999999,115.51407627025,PQ26/25
0.2,150,50.0,2.292,40.0,26.1,14.56,32.0,31.5,49,20.0,44.0,18,10241.2895772258,1945.02,78.8829950817723,PQ50/40
0.2,100,40.5,1.36,30.3,20.0,9.39,28.0,28.0,43,14.9,37.0,17,2242.19268020179,629.239,64.0346821705242,PQ40/30
0.077,600,26.5,0.452,24.8,16.1,2.53,19.0,15.5,353,12.0,22.5,11,586.687352927327,1723.86,44.1056366917489,PQ26/25
0.155,30,40.5,1.681,30.3,20.0,2.01,28.0,28.0,146,14.9,37.0,80,11393.1718594816,3895.09,1199.3600876661599,PQ40/30
0.116,180,26.5,1.475,24.8,16.1,5.54,19.0,15.5,264,12.0,22.5,15,5839.1839639728505,1355.55,30.5678197239472,PQ26/25
0.083,150,26.5,2.128,20.2,11.5,3.05,19.0,15.5,510,12.0,22.5,22,5297.93884277251,847.169,46.9819294240072,PQ26/20
0.086,350,32.0,1.806,30.4,21.3,3.57,22.0,19.0,481,13.4,27.5,16,4032.16266485253,1564.56,36.966143737509995,PQ32/30
0.154,80,50.0,1.115,50.0,36.1,3.56,32.5,31.5,148,20.0,44.0,27,2965.66546386522,6382.59,322.890256132393,PQ50/50
0.145,120,40.5,1.86,30.3,20.0,7.87,28.0,28.0,168,14.9,37.0,20,10965.069862285602,3907.1,69.2332251311338,PQ40/30
0.078,500,40.5,2.336,39.8,29.5,8.98,28.0,28.0,573,14.9,37.0,8,2731.06664316143,4174.79,9.569690985824,PQ40/40
0.115,300,35.1,1.043,34.8,25.0,4.64,26.0,23.5,265,14.3,32.0,13,2503.35654363894,2683.85,43.0032814973632,PQ35/35
0.079,20,32.0,2.255,20.5,11.5,0.56,22.0,19.0,565,13.4,27.5,131,4821.48223223125,1486.49,1974.83079997104,PQ32/20
0.077,100,26.5,0.819,20.2,11.5,1.22,19.0,15.5,594,12.0,22.5,21,588.7424897749511,727.5070000000001,95.7319713334272,PQ26/20
0.088,30,20.5,2.341,16.2,10.3,0.8,14.0,12.5,454,8.8,18.0,85,3736.00894264655,368.35,382.504311142961,PQ20/16
0.08,500,35.1,1.741,34.8,25.0,4.19,26.0,23.5,557,14.3,32.0,13,3383.64166085591,2744.29,28.6932299757662,PQ35/35
0.078,60,50.0,1.861,50.0,36.1,3.49,32.5,31.5,576,20.0,44.0,17,1160.96586955369,7280.8,84.6517145892406,PQ50/50
0.107,100,35.1,2.434,34.8,25.0,2.65,26.0,23.5,306,14.3,32.0,55,18749.9847268135,6313.01,396.988337196904,PQ35/35
0.17,180,40.5,1.062,39.8,29.5,5.68,28.0,28.0,122,14.9,37.0,16,3303.06752239688,2242.24,70.0600167518354,PQ40/40
0.132,120,26.5,1.057,20.2,11.5,5.46,19.0,15.5,202,12.0,22.5,18,8445.19257029678,1980.01,56.6991460235102,PQ26/20
0.086,400,40.5,1.895,39.8,29.5,2.54,28.0,28.0,478,14.9,37.0,21,3142.80209083734,2062.91,77.131035418318,PQ40/40
0.152,10,26.5,1.394,20.2,11.5,4.22,19.0,15.5,152,12.0,22.5,29,3112.40092545233,1139.54,116.553274012515,PQ26/20
0.199,30,32.0,0.565,30.4,21.3,3.09,22.0,19.0,89,13.4,27.5,21,733.342691673663,1178.34,164.35701956629597,PQ32/30
0.161,20,40.5,1.802,39.8,29.5,13.96,28.0,28.0,136,14.9,37.0,11,4764.99354650458,3700.48,22.0072357301104,PQ40/40
0.119,250,65.0,2.468,60.0,42.0,16.36,45.0,40.8,250,26.0,55.0,13,20065.4987798716,38836.399999999994,62.8780360217689,PQ65/60
0.088,600,50.0,1.719,40.0,26.1,3.17,32.0,31.5,453,20.0,44.0,17,5084.1763836366,3319.0,88.6999065319495,PQ50/40
0.103,350,50.0,2.037,50.0,36.1,5.94,32.5,31.5,332,20.0,44.0,21,15437.6084883672,15940.6,120.46634661197,PQ50/50
0.08,80,16.4,1.618,11.6,6.7,2.72,11.2,9.6,557,7.0,14.4,17,1467.17150159968,187.253,13.4774867139448,PQ16/11.6
0.2,120,40.5,1.109,30.3,20.0,9.94,28.0,28.0,24,14.9,37.0,13,617.155922006081,190.114,44.09045753963,PQ40/30
0.082,400,32.0,2.128,30.4,21.3,3.7,22.0,19.0,530,13.4,27.5,17,5725.53865797333,1724.15,36.6911679661822,PQ32/30
0.108,40,32.0,1.688,20.5,11.5,7.57,22.0,19.0,301,13.4,27.5,14,3489.28359563409,2369.7,28.6776968276151,PQ32/20
0.141,30,20.5,1.625,20.2,14.3,3.97,14.0,12.5,177,8.8,18.0,35,6046.7443226225605,1286.29,91.0468242524087,PQ20/20
0.091,150,32.0,0.762,20.5,11.5,2.51,22.0,19.0,426,13.4,27.5,9,289.66326979944,437.109,23.074168041801,PQ32/20
0.104,200,20.5,0.496,16.2,10.3,3.3,14.0,12.5,325,8.8,18.0,9,622.325269852102,640.418,15.374003494378,PQ20/16
0.085,150,20.5,0.723,20.2,14.3,1.0,14.0,12.5,487,8.8,18.0,21,419.656790946599,303.469,62.0964991237844,PQ20/20
0.103,300,32.0,1.535,20.5,11.5,6.15,22.0,19.0,334,13.4,27.5,16,16561.1421608509,2891.25,40.5142614125185,PQ32/20
0.134,300,35.1,1.118,34.8,25.0,12.96,26.0,23.5,198,14.3,32.0,8,4804.66420023128,5543.63,15.4241756745207,PQ35/35
0.122,50,16.4,0.534,11.6,6.7,2.99,11.2,9.6,238,7.0,14.4,16,1058.88082196489,497.464,29.9101349622589,PQ16/11.6
0.126,150,40.5,1.151,30.3,20.0,4.72,28.0,28.0,224,14.9,37.0,22,6836.81079980795,6013.38,122.518900607353,PQ40/30
0.091,120,32.0,2.16,20.5,11.5,1.48,22.0,19.0,430,13.4,27.5,46,8601.814217807909,821.9459999999999,252.315383967775,PQ32/20
0.097,40,26.5,2.333,20.2,11.5,2.37,19.0,15.5,374,12.0,22.5,62,18825.7127178457,3126.47,345.643550133148,PQ26/20
0.08,250,20.5,1.184,16.2,10.3,2.79,14.0,12.5,545,8.8,18.0,12,1220.05163316566,335.689,13.3081475778978,PQ20/16
0.094,60,20.5,1.659,20.2,14.3,2.52,14.0,12.5,397,8.8,18.0,39,6384.40048052598,2234.44,111.069494081627,PQ20/20
0.165,120,40.5,2.345,30.3,20.0,12.41,28.0,28.0,129,14.9,37.0,16,13388.2106053461,2737.22,37.0296108460556,PQ40/30
0.116,150,35.1,1.893,34.8,25.0,3.38,26.0,23.5,261,14.3,32.0,32,9433.80408317315,3577.61,162.836793162283,PQ35/35
0.085,60,35.1,1.226,34.8,25.0,0.58,26.0,23.5,494,14.3,32.0,67,1123.19351299884,1840.25,1004.16587718135,PQ35/35
0.15,40,26.5,1.594,20.2,11.5,6.92,19.0,15.5,156,12.0,22.5,21,7344.5346408523,1391.56,54.6124589580521,PQ26/20
0.105,100,32.0,1.837,30.4,21.3,2.51,22.0,19.0,323,13.4,27.5,47,14376.2908674902,4977.61,315.002731913445,PQ32/30
0.113,300,40.5,0.954,30.3,20.0,9.54,28.0,28.0,275,14.9,37.0,6,1220.02580246856,2756.09,10.5993136826177,PQ40/30
0.2,30,50.0,0.659,40.0,26.1,1.01,32.0,31.5,22,20.0,44.0,84,288.660145012538,350.77799999999996,4834.6906397499,PQ50/40
0.133,20,20.5,1.564,20.2,14.3,2.05,14.0,12.5,201,8.8,18.0,65,6920.38920410377,1581.48,323.262697347556,PQ20/20
0.078,300,32.0,2.066,20.5,11.5,6.07,22.0,19.0,584,13.4,27.5,10,3871.1132996423203,1160.6399999999999,12.3732709040563,PQ32/20
0.106,350,40.5,0.691,39.8,29.5,2.3,28.0,28.0,317,14.9,37.0,17,1268.92736166349,3451.52,111.561927284831,PQ40/40
0.112,600,40.5,1.236,30.3,20.0,11.64,28.0,28.0,281,14.9,37.0,6,3303.09450926694,2789.82,8.59860304991582,PQ40/30
0.2,20,20.5,0.329,20.2,14.3,3.26,14.0,12.5,35,8.8,18.0,12,98.5047184627727,69.7319,39.0627457132336,PQ20/20
0.12,40,26.5,0.542,24.8,16.1,0.62,19.0,15.5,247,12.0,22.5,75,2162.3512269978,2282.13,1756.1704864125,PQ26/25
0.077,50,20.5,0.244,20.2,14.3,0.87,14.0,12.5,591,8.8,18.0,9,19.6158953106268,349.044,28.256996472464,PQ20/20
0.121,50,50.0,2.314,40.0,26.1,5.92,32.0,31.5,240,20.0,44.0,34,13294.6225659974,17778.4,279.30118133959803,PQ50/40
0.139,20,20.5,0.337,16.2,10.3,0.65,14.0,12.5,182,8.8,18.0,45,310.39656796452095,503.181,534.964199332028,PQ20/16
0.084,500,32.0,1.471,30.4,21.3,2.92,22.0,19.0,501,13.4,27.5,15,3200.89218553532,1275.81,38.214841359450894,PQ32/30
0.2,120,35.1,0.416,34.8,25.0,4.74,26.0,23.5,83,14.3,32.0,11,597.6387051880811,1580.49,66.1036754816139,PQ35/35
0.174,600,65.0,1.931,60.0,42.0,15.25,45.0,40.8,116,26.0,55.0,12,30982.366748817,10693.3,65.2972226912318,PQ65/60
0.079,600,32.0,1.661,20.5,11.5,5.71,22.0,19.0,560,13.4,27.5,9,4893.63328086613,1120.69,12.0076558970121,PQ32/20
0.148,50,40.5,1.899,39.8,29.5,4.37,28.0,28.0,162,14.9,37.0,37,6968.42047401159,5240.74,239.458110156714,PQ40/40
0.085,40,16.4,2.328,11.6,6.7,1.93,11.2,9.6,490,7.0,14.4,34,2589.4494301969303,164.12699999999998,39.6397415114162,PQ16/11.6
0.2,50,50.0,1.129,40.0,26.1,5.36,32.0,31.5,25,20.0,44.0,27,876.112956874413,542.103,316.395876028279,PQ50/40
0.088,600,35.1,1.253,34.8,25.0,5.06,26.0,23.5,456,14.3,32.0,8,1405.02633855275,1687.01,14.0677600753357,PQ35/35
0.081,150,26.5,1.615,24.8,16.1,1.41,19.0,15.5,539,12.0,22.5,33,3285.82443760124,882.293,137.272049146368,PQ26/25
0.099,150,26.5,1.37,20.2,11.5,3.16,19.0,15.5,358,12.0,22.5,26,10120.8801243126,2021.5800000000002,95.0296028192357,PQ26/20
0.164,100,32.0,0.747,30.4,21.3,7.19,22.0,19.0,132,13.4,27.5,9,1004.42173224155,1321.03,23.8730303861962,PQ32/30
0.08,100,20.5,1.115,20.2,14.3,0.89,14.0,12.5,555,8.8,18.0,36,1111.44430302214,479.261,129.243623277035,PQ20/20
0.098,10,26.5,2.21,24.8,16.1,2.46,19.0,15.5,367,12.0,22.5,58,5688.57201355042,4369.71,328.886845543715,PQ26/25
0.075,250,40.5,1.012,39.8,29.5,0.99,28.0,28.0,282,14.9,37.0,60,1482.3758702687,3723.36,1022.95933120474,PQ40/40
0.097,600,107.0,1.668,87.0,56.0,11.37,70.0,72.5,378,41.0,93.7,9,5962.771387997101,85464.4,95.0356924837274,PQ107/87
0.104,500,26.5,0.619,20.2,11.5,6.45,19.0,15.5,327,12.0,22.5,6,1877.49973578086,1382.9,9.93563188381669,PQ26/20
0.081,600,26.5,1.224,20.2,11.5,4.97,19.0,15.5,544,12.0,22.5,7,2078.2149484248,565.857,7.57371005560583,PQ26/20
0.09,200,20.5,1.63,16.2,10.3,3.88,14.0,12.5,437,8.8,18.0,12,1856.53056560838,271.927,10.2696857784356,PQ20/16
0.078,300,40.5,2.045,30.3,20.0,1.55,28.0,28.0,573,14.9,37.0,38,6734.14325119227,2278.27,231.876348311927,PQ40/30
0.082,100,16.4,2.292,11.6,6.7,3.86,11.2,9.6,526,7.0,14.4,19,4414.76248764439,261.751,12.5488643021891,PQ16/11.6
0.2,600,107.0,2.174,87.0,56.0,11.77,70.0,72.5,33,41.0,93.7,21,10433.7665915679,5512.42,414.968682753747,PQ107/87
0.096,600,40.5,2.07,39.8,29.5,7.94,28.0,28.0,384,14.9,37.0,16,20097.498161910098,11582.1,41.9305720166515,PQ40/40
0.09,50,20.5,1.382,16.2,10.3,0.88,14.0,12.5,436,8.8,18.0,47,1472.21433722934,284.418,180.217733399207,PQ20/16
0.078,250,32.0,1.801,20.5,11.5,2.05,22.0,19.0,575,13.4,27.5,25,5511.73778531169,969.167,86.6521372319706,PQ32/20
0.081,10,40.5,1.725,30.3,20.0,7.47,28.0,28.0,532,14.9,37.0,7,5907.53021222875,2056.17,8.98585758755138,PQ40/30
0.2,500,65.0,1.117,60.0,42.0,14.08,45.0,40.8,47,26.0,55.0,10,3870.54384832566,3330.04,71.2874656029588,PQ65/60
0.087,80,40.5,0.713,39.8,29.5,1.62,28.0,28.0,468,14.9,37.0,14,137.92360631710199,1544.05,73.7284527157901,PQ40/40
0.096,400,40.5,1.14,30.3,20.0,4.04,28.0,28.0,383,14.9,37.0,17,5964.66132044539,5571.2,73.6871557444315,PQ40/30
0.096,180,26.5,0.81,24.8,16.1,2.46,19.0,15.5,381,12.0,22.5,21,3260.9327243196403,2738.85,98.0258519063828,PQ26/25
0.2,20,26.5,2.367,24.8,16.1,7.54,19.0,15.5,85,12.0,22.5,36,15246.2839619602,1341.41,119.785392957451,PQ26/25
0.127,150,40.5,1.492,30.3,20.0,4.88,28.0,28.0,218,14.9,37.0,28,14293.7182212713,6782.339999999999,161.285425368137,PQ40/30
0.082,200,26.5,2.252,24.8,16.1,5.64,19.0,15.5,525,12.0,22.5,12,3235.53946207212,1119.52,13.862650294436,PQ26/25
0.113,180,32.0,1.576,30.4,21.3,4.1,22.0,19.0,276,13.4,27.5,22,7103.61050107299,2538.82,77.82458266478811,PQ32/30
0.134,100,20.5,0.347,16.2,10.3,2.73,14.0,12.5,196,8.8,18.0,11,399.647566018247,581.689,31.1664366398782,PQ20/16
0.2,300,65.0,1.612,60.0,42.0,11.11,45.0,40.8,63,26.0,55.0,17,12429.0485642117,5550.23,151.898420730465,PQ65/60
0.102,20,35.1,1.654,34.8,25.0,1.43,26.0,23.5,339,14.3,32.0,72,3216.56238265045,6664.89,916.180892356175,PQ35/35
0.126,250,40.5,1.95,39.8,29.5,8.18,28.0,28.0,223,14.9,37.0,23,26847.7371772498,13216.9,90.70001421250069,PQ40/40
0.101,500,50.0,1.801,40.0,26.1,4.66,32.0,31.5,348,20.0,44.0,22,20144.7473810062,10234.2,142.96674062118,PQ50/40
0.098,180,50.0,1.49,40.0,26.1,4.37,32.0,31.5,364,20.0,44.0,20,4969.4272902433195,10911.8,137.868293932897,PQ50/40
0.087,300,35.1,2.301,34.8,25.0,2.33,26.0,23.5,470,14.3,32.0,28,5946.22027206347,1858.91,107.364479837572,PQ35/35
0.08,350,20.5,0.88,20.2,14.3,3.51,14.0,12.5,549,8.8,18.0,8,668.341916043169,535.722,7.6973339787245205,PQ20/20
0.085,600,26.5,2.045,20.2,11.5,7.58,19.0,15.5,494,12.0,22.5,8,6471.92303313368,663.427,6.429666278570999,PQ26/20
0.089,200,35.1,1.796,34.8,25.0,5.32,26.0,23.5,449,14.3,32.0,10,1124.80775157948,1620.31,16.577952578973697,PQ35/35
0.1,600,40.5,1.89,30.3,20.0,12.79,28.0,28.0,352,14.9,37.0,9,12729.0323404388,6503.16,13.836533381516599,PQ40/30
0.147,10,20.5,1.856,16.2,10.3,2.25,14.0,12.5,164,8.8,18.0,76,8308.99546741186,1030.49,370.530837929324,PQ20/16
0.123,60,26.5,2.241,20.2,11.5,4.77,19.0,15.5,233,12.0,22.5,44,40976.9862088814,3560.73,180.153287086226,PQ26/20
0.087,60,16.4,2.025,11.6,6.7,1.96,11.2,9.6,465,7.0,14.4,31,3059.74901644525,167.436,37.1147958261519,PQ16/11.6
0.083,350,32.0,1.148,20.5,11.5,1.64,22.0,19.0,509,13.4,27.5,20,2722.0310368047,647.905,80.6561770981984,PQ32/20
0.079,30,16.4,1.505,11.6,6.7,0.71,11.2,9.6,564,7.0,14.4,64,1933.28376139344,217.907,203.041934411348,PQ16/11.6
0.078,60,16.4,2.14,11.6,6.7,3.19,11.2,9.6,581,7.0,14.4,20,2306.9016210739,254.678,14.745386992891,PQ16/11.6
0.138,80,16.4,0.275,11.6,6.7,3.58,11.2,9.6,185,7.0,14.4,7,210.254191539693,255.125,10.0658883592956,PQ16/11.6
0.078,180,16.4,1.002,11.6,6.7,2.62,11.2,9.6,587,7.0,14.4,11,878.515114864523,169.991,8.38372359796211,PQ16/11.6
0.099,150,40.5,1.491,39.8,29.5,2.59,28.0,28.0,358,14.9,37.0,37,6832.96172531131,9230.54,287.713636673066,PQ40/40
0.104,300,32.0,1.171,30.4,21.3,4.89,22.0,19.0,329,13.4,27.5,14,4521.95992499034,3119.87,39.9667351663626,PQ32/30
0.135,80,26.5,2.254,24.8,16.1,7.79,19.0,15.5,193,12.0,22.5,28,30092.6270303838,3822.96,75.4398805017826,PQ26/25
0.088,300,20.5,0.996,16.2,10.3,3.69,14.0,12.5,458,8.8,18.0,8,806.111699791991,254.151,6.8130667237113505,PQ20/16
0.122,80,32.0,2.235,20.5,11.5,4.88,22.0,19.0,237,13.4,27.5,40,40272.851639959,4051.87,185.601608437065,PQ32/20
0.105,180,26.5,2.202,24.8,16.1,7.64,19.0,15.5,323,12.0,22.5,18,17738.8926114851,3168.32,31.769072643434303,PQ26/25
0.126,350,40.5,1.127,39.8,29.5,6.17,28.0,28.0,221,14.9,37.0,16,7405.13898894268,7271.83,66.8938812739584,PQ40/40
0.112,400,32.0,0.666,20.5,11.5,4.71,22.0,19.0,281,13.4,27.5,8,1708.46671805503,1071.88,20.4631016556523,PQ32/20
0.174,50,32.0,1.043,20.5,11.5,3.82,22.0,19.0,117,13.4,27.5,25,4391.2382057242,909.856,136.654786672227,PQ32/20
0.2,80,40.5,2.345,30.3,20.0,13.43,28.0,28.0,29,14.9,37.0,20,3216.03259491976,382.701,57.873943612675404,PQ40/30
0.122,30,26.5,0.643,24.8,16.1,5.66,19.0,15.5,238,12.0,22.5,10,783.537446548812,2452.21,26.992483563719098,PQ26/25
0.106,180,40.5,2.005,30.3,20.0,3.86,28.0,28.0,315,14.9,37.0,31,14185.741113801001,5225.04,156.799610857925,PQ40/30
0.117,80,16.4,0.355,11.6,6.7,1.68,11.2,9.6,257,7.0,14.4,13,274.594114787345,181.896,27.8638991840776,PQ16/11.6
0.147,60,32.0,0.424,20.5,11.5,0.99,22.0,19.0,122,13.4,27.5,37,642.691614934418,618.648,648.859654663136,PQ32/20
0.113,30,20.5,2.208,16.2,10.3,3.25,14.0,12.5,275,8.8,18.0,42,7858.56414471264,1041.76,97.9720472676263,PQ20/16
0.157,250,65.0,2.24,60.0,42.0,5.81,45.0,40.8,144,26.0,55.0,35,46852.0670639219,15304.0,492.69495517396,PQ65/60
0.126,50,50.0,1.086,40.0,26.1,10.94,32.0,31.5,221,20.0,44.0,9,2417.05516632336,11809.7,36.30398206587191,PQ50/40
0.102,20,50.0,1.67,40.0,26.1,9.29,32.0,31.5,338,20.0,44.0,11,5949.81325217033,11345.4,38.020509551558405,PQ50/40
0.111,80,20.5,0.459,20.2,14.3,1.19,14.0,12.5,286,8.8,18.0,22,374.013683725342,551.74,98.9874744657608,PQ20/20
0.127,350,50.0,1.87,50.0,36.1,8.53,32.5,31.5,219,20.0,44.0,20,27718.0124599923,19874.0,116.905478272791,PQ50/50
0.073,200,26.5,0.776,24.8,16.1,0.57,19.0,15.5,592,12.0,22.5,40,1065.08365875554,772.614,368.340738534984,PQ26/25
0.092,50,32.0,1.598,30.4,21.3,6.3,22.0,19.0,417,13.4,27.5,8,804.623086269961,1111.01,10.1832667553501,PQ32/30
0.184,50,40.5,0.439,30.3,20.0,2.24,28.0,28.0,104,14.9,37.0,18,320.770120560672,1023.8,182.89875293061002,PQ40/30
0.116,50,107.0,1.753,87.0,56.0,15.81,70.0,72.5,262,41.0,93.7,7,7067.02200618753,48178.2,55.170267661839496,PQ107/87
0.079,120,26.5,1.812,24.8,16.1,1.62,19.0,15.5,569,12.0,22.5,34,3741.12315231225,1188.94,132.777444242966,PQ26/25
0.1,200,26.5,0.139,24.8,16.1,0.91,19.0,15.5,79,12.0,22.5,18,19.0505606665732,416.214,332.25516274369,PQ26/25
0.082,50,26.5,2.276,24.8,16.1,5.65,19.0,15.5,527,12.0,22.5,12,1516.17330271167,1109.06,13.7374620459796,PQ26/25
0.129,100,20.5,0.321,16.2,10.3,2.36,14.0,12.5,213,8.8,18.0,12,386.742797500428,694.802,39.6852846084428,PQ20/16
0.063,500,65.0,2.255,60.0,42.0,1.51,45.0,40.8,321,26.0,55.0,89,13419.6572574412,22458.6,3166.4716513068897,PQ65/60
0.077,500,26.5,1.868,20.2,11.5,4.83,19.0,15.5,595,12.0,22.5,12,7399.35231618337,1021.08,15.6199512482058,PQ26/20
0.093,180,20.5,0.928,16.2,10.3,2.44,14.0,12.5,408,8.8,18.0,12,711.78575695695,234.421,16.2393355332777,PQ20/16
0.084,150,40.5,1.66,39.8,29.5,3.37,28.0,28.0,497,14.9,37.0,15,900.070117408303,2490.16,43.48522326761,PQ40/40
0.119,250,32.0,0.819,30.4,21.3,6.37,22.0,19.0,248,13.4,27.5,12,4034.68755805192,5278.58,39.3592988906123,PQ32/30
0.104,350,32.0,0.725,20.5,11.5,3.55,22.0,19.0,324,13.4,27.5,13,3558.28833898594,1981.77,50.2422420937738,PQ32/20
0.092,150,20.5,1.649,16.2,10.3,3.39,14.0,12.5,417,8.8,18.0,15,2049.11812193325,305.483,15.906113504886,PQ20/16
0.135,50,20.5,0.466,20.2,14.3,3.46,14.0,12.5,193,8.8,18.0,12,388.272699934051,865.887,29.1120290077007,PQ20/20
0.113,300,40.5,0.67,39.8,29.5,2.41,28.0,28.0,259,14.9,37.0,16,870.669216415536,2476.32,101.322085916614,PQ40/40
0.081,80,16.4,1.498,11.6,6.7,1.76,11.2,9.6,542,7.0,14.4,25,1909.96671492115,186.062,31.0953599419049,PQ16/11.6
0.164,400,107.0,1.198,87.0,56.0,10.71,70.0,72.5,132,41.0,93.7,10,4679.87658720357,29438.6,155.810190809224,PQ107/87
0.2,30,32.0,0.207,30.4,21.3,2.99,22.0,19.0,81,13.4,27.5,8,70.9633785892497,707.985,56.711960936181804,PQ32/30
0.079,40,16.4,2.391,11.6,6.7,1.32,11.2,9.6,564,7.0,14.4,55,4822.02296071116,260.837,101.403995637237,PQ16/11.6
0.12,80,50.0,0.643,40.0,26.1,1.27,32.0,31.5,244,20.0,44.0,47,2448.87560761862,12296.4,1543.53561877701,PQ50/40
0.124,250,65.0,0.637,60.0,42.0,1.34,45.0,40.8,231,26.0,55.0,44,5127.2323116338,22273.6,2224.3840300358,PQ65/60
0.131,200,35.1,1.044,34.8,25.0,5.67,26.0,23.5,207,14.3,32.0,17,5777.84110766879,5775.15,73.56779613631339,PQ35/35
0.131,60,26.5,1.189,20.2,11.5,2.94,19.0,15.5,206,12.0,22.5,37,10545.772940487,2071.85,216.804301331108,PQ26/20
0.079,400,50.0,2.017,50.0,36.1,2.02,32.5,31.5,564,20.0,44.0,31,6529.88033866747,6856.54,264.454587778607,PQ50/50
